"xx.Token","Exchange","Type","Symbol","Expiry","Strike","OpType","Token","Blank","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
824488,"BSE","OPTION","FOCIT","27-AUG-2026",29000,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""824488 5 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 41 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 7 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 42 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 12 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 25 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 27 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""824488 20 202""))","#RTD(""greekserver.rtdfunctions"",,""824488 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""824488 40 202"")","#RTD(""greekserver.rtdfunctions"",,""824488 34 202"")/100"
823501,"BSE","OPTION","FOCIT","27-AUG-2026",29500,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""823501 5 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 41 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 7 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 42 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 12 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 25 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 27 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""823501 20 202""))","#RTD(""greekserver.rtdfunctions"",,""823501 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""823501 40 202"")","#RTD(""greekserver.rtdfunctions"",,""823501 34 202"")/100"
888587,"BSE","OPTION","FOCIT","27-AUG-2026",29800,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""888587 5 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 41 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 7 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 42 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 12 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 25 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 27 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""888587 20 202""))","#RTD(""greekserver.rtdfunctions"",,""888587 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""888587 40 202"")","#RTD(""greekserver.rtdfunctions"",,""888587 34 202"")/100"
880927,"BSE","OPTION","FOCIT","27-AUG-2026",29900,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""880927 5 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 41 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 7 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 42 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 12 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 25 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 27 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""880927 20 202""))","#RTD(""greekserver.rtdfunctions"",,""880927 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880927 40 202"")","#RTD(""greekserver.rtdfunctions"",,""880927 34 202"")/100"
826426,"BSE","OPTION","FOCIT","27-AUG-2026",30000,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""826426 5 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 41 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 7 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 42 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 12 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 25 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 27 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""826426 20 202""))","#RTD(""greekserver.rtdfunctions"",,""826426 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""826426 40 202"")","#RTD(""greekserver.rtdfunctions"",,""826426 34 202"")/100"
880988,"BSE","OPTION","FOCIT","27-AUG-2026",30100,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""880988 5 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 41 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 7 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 42 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 12 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 25 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 27 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""880988 20 202""))","#RTD(""greekserver.rtdfunctions"",,""880988 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880988 40 202"")","#RTD(""greekserver.rtdfunctions"",,""880988 34 202"")/100"
880810,"BSE","OPTION","FOCIT","27-AUG-2026",30200,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""880810 5 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 41 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 7 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 42 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 12 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 25 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 27 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""880810 20 202""))","#RTD(""greekserver.rtdfunctions"",,""880810 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""880810 40 202"")","#RTD(""greekserver.rtdfunctions"",,""880810 34 202"")/100"
881045,"BSE","OPTION","FOCIT","27-AUG-2026",30300,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""881045 5 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 41 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 7 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 42 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 12 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 25 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 27 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""881045 20 202""))","#RTD(""greekserver.rtdfunctions"",,""881045 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""881045 40 202"")","#RTD(""greekserver.rtdfunctions"",,""881045 34 202"")/100"
866201,"BSE","OPTION","FOCIT","27-AUG-2026",30400,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""866201 5 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 41 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 7 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 42 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 12 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 25 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 27 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""866201 20 202""))","#RTD(""greekserver.rtdfunctions"",,""866201 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866201 40 202"")","#RTD(""greekserver.rtdfunctions"",,""866201 34 202"")/100"
825450,"BSE","OPTION","FOCIT","27-AUG-2026",30500,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""825450 5 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 41 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 7 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 42 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 12 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 25 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 27 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""825450 20 202""))","#RTD(""greekserver.rtdfunctions"",,""825450 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""825450 40 202"")","#RTD(""greekserver.rtdfunctions"",,""825450 34 202"")/100"
866738,"BSE","OPTION","FOCIT","27-AUG-2026",30600,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""866738 5 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 41 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 7 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 42 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 12 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 25 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 27 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""866738 20 202""))","#RTD(""greekserver.rtdfunctions"",,""866738 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""866738 40 202"")","#RTD(""greekserver.rtdfunctions"",,""866738 34 202"")/100"
864716,"BSE","OPTION","FOCIT","27-AUG-2026",30700,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""864716 5 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 41 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 7 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 42 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 12 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 25 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 27 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""864716 20 202""))","#RTD(""greekserver.rtdfunctions"",,""864716 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864716 40 202"")","#RTD(""greekserver.rtdfunctions"",,""864716 34 202"")/100"
867325,"BSE","OPTION","FOCIT","27-AUG-2026",30800,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""867325 5 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 41 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 7 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 42 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 12 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 25 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 27 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""867325 20 202""))","#RTD(""greekserver.rtdfunctions"",,""867325 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""867325 40 202"")","#RTD(""greekserver.rtdfunctions"",,""867325 34 202"")/100"
865249,"BSE","OPTION","FOCIT","27-AUG-2026",30900,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""865249 5 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 41 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 7 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 42 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 12 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 25 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 27 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""865249 20 202""))","#RTD(""greekserver.rtdfunctions"",,""865249 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""865249 40 202"")","#RTD(""greekserver.rtdfunctions"",,""865249 34 202"")/100"
831620,"BSE","OPTION","FOCIT","27-AUG-2026",31000,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""831620 5 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 41 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 7 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 42 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 12 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 25 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 27 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""831620 20 202""))","#RTD(""greekserver.rtdfunctions"",,""831620 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""831620 40 202"")","#RTD(""greekserver.rtdfunctions"",,""831620 34 202"")/100"
864356,"BSE","OPTION","FOCIT","27-AUG-2026",31100,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""864356 5 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 41 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 7 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 42 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 12 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 25 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 27 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""864356 20 202""))","#RTD(""greekserver.rtdfunctions"",,""864356 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""864356 40 202"")","#RTD(""greekserver.rtdfunctions"",,""864356 34 202"")/100"
862420,"BSE","OPTION","FOCIT","27-AUG-2026",31200,"CE","IO",NA,"#RTD(""greekserver.rtdfunctions"",,""862420 5 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 41 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 4 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 7 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 42 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 6 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 8 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 12 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 24 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 25 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 26 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 27 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 13 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 14 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 15 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 16 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 10 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 11 202"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""862420 20 202""))","#RTD(""greekserver.rtdfunctions"",,""862420 18 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 17 202"")/100","#RTD(""greekserver.rtdfunctions"",,""862420 40 202"")","#RTD(""greekserver.rtdfunctions"",,""862420 34 202"")/100"
